index,weekPosition,previousPosition,pPosition,totalWeeks,titleArtist,entryDate,entryPosition,Ovreral_peakPosition,Overral_tW,artist,songs,WeekOf
2507,60,57,57,6,Close To Me                                                 ELLIE GOULDING x DIPLO featuring SWAE LEE,12/1/18,98,57,6,             ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me,7/21/18
2508,61,55,46,15,Best Shot                                                   JIMMIE ALLEN,9/29/18,97,46,15,             JIMMIE ALLEN,Best Shot,7/21/18
2509,62,53,31,18,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,9/8/18,88,31,18,             MEEK MILL featuring JEREMIH & PNB ROCK,Dangerous,7/21/18
2510,63,63,63,9,Be Alright                                                  DEAN LEWIS,11/10/18,94,63,9,             DEAN LEWIS,Be Alright,7/21/18
2511,64,54,53,19,Drunk Me                                                    MITCHELL TENPENNY,9/1/18,83,53,19,             MITCHELL TENPENNY,Drunk Me,7/21/18
2512,65,0,65,1,Startender                                                  A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,1/5/19,65,65,1,             A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender,7/21/18
2513,66,96,66,3,Look Back At It                                             A BOOGIE WIT DA HOODIE,12/22/18,95,66,3,             A BOOGIE WIT DA HOODIE,Look Back At It,7/21/18
2514,67,0,67,1,All My Friends                                              21 SAVAGE,1/5/19,67,67,1,             21 SAVAGE,All My Friends,7/21/18
2515,68,52,16,7,Bad!                                                        XXXTENTACION,11/24/18,16,16,7,             XXXTENTACION,Bad!,7/21/18
2516,69,64,64,10,Backin' It Up                                               PARDISON FONTAINE faeturing CARDI B,11/3/18,95,64,10,             PARDISON FONTAINE faeturing CARDI B,Backin' It Up,7/21/18
2517,70,0,70,1,Break Da Law                                                21 SAVAGE,1/5/19,70,70,1,             21 SAVAGE,Break Da Law,7/21/18
2518,71,24,24,2,Imagine                                                     ARIANA GRANDE,12/29/18,24,24,2,             ARIANA GRANDE,Imagine,7/21/18
2519,72,61,61,9,TAlk tO Me                                                  TORY LANEZ & RICH THE KID,11/10/18,76,61,9,             TORY LANEZ & RICH THE KID,TAlk tO Me,7/21/18
2520,73,0,73,1,Monster                                                     21 SAVAGE,1/5/19,73,73,1,             21 SAVAGE,Monster,7/21/18
2521,74,46,46,4,Calling My Spirit                                           KODAK BLACK,12/15/18,64,46,4,             KODAK BLACK,Calling My Spirit,7/21/18
2522,75,69,69,8,Consequences                                                CAMILA CABELLO,11/17/18,97,69,8,             CAMILA CABELLO,Consequences,7/21/18
2523,76,60,44,7,Armed And Dangerous                                         JUICE WRLD,11/24/18,44,44,7,             JUICE WRLD,Armed And Dangerous,7/21/18
2524,77,62,28,9,Arms Around You                                             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,11/10/18,28,28,9,             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You,7/21/18
2525,78,56,56,4,Nothing Breaks Like A Heart                                 MIKE RONSON featuring MILEY CYRUS,12/15/18,67,56,4,             MIKE RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart,7/21/18
2526,79,67,67,7,Sixteen                                                     THOMAS RHETT,11/24/18,91,67,7,             THOMAS RHETT,Sixteen,7/21/18
2527,80,65,65,10,Burning Man                                                 DIERKS BENTLEY featuring BROTHERS OSBORNE,11/3/18,100,65,10,             DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man,7/21/18
2528,81,81,81,3,Beautiful Crazy                                             LUKE COMBS,12/22/18,97,81,3,             LUKE COMBS,Beautiful Crazy,7/21/18
2529,82,77,52,10,When The Party's Over                                       BILLIE EILISH,11/3/18,65,52,10,             BILLIE EILISH,When The Party's Over,7/21/18
2530,83,87,83,2,Sweet But Psycho                                            AVA MAX,12/29/18,87,83,2,             AVA MAX,Sweet But Psycho,7/21/18
2531,84,66,66,9,This Feeliing                                               THE CHAINSMOKERS featuring KELSEA BALLERINI,11/10/18,98,66,9,             THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeliing,7/21/18
2532,85,75,75,5,You                                                         JACQUEES,12/8/18,90,75,5,             JACQUEES,You,7/21/18
2533,86,0,86,1,1.5                                                         21 SAVAGE,1/5/19,86,86,1,             21 SAVAGE,1.5,7/21/18
2534,87,71,71,3,Girl Like You                                               JASON ALDEAN,12/22/18,77,71,3,             JASON ALDEAN,Girl Like You,7/21/18
2535,88,0,88,1,Out For The Night                                           21 SAVAGE,1/5/19,88,88,1,             21 SAVAGE,Out For The Night,7/21/18
2536,89,72,72,7,Good Girl                                                   DUSTIN LYNCH,11/24/18,93,72,7,             DUSTIN LYNCH,Good Girl,7/21/18
2537,90,73,47,14,No Stylist                                                  FRENCH MONTANA featuring DRAKE,10/6/18,47,47,14,             FRENCH MONTANA featuring DRAKE,No Stylist,7/21/18
2538,91,89,89,2,Lovely                                                      BILLIE EILISH & KHALID,12/29/18,89,89,2,             BILLIE EILISH & KHALID,Lovely,7/21/18
2539,92,80,79,8,Ella Quiere Beber                                           ANUEL AA & ROMEO SANTOS,11/17/18,86,79,8,             ANUEL AA & ROMEO SANTOS,Ella Quiere Beber,7/21/18
2540,93,0,93,1,Gun Smoke                                                   21 SAVAGE,1/5/19,93,93,1,             21 SAVAGE,Gun Smoke,7/21/18
2541,94,0,94,1,Demons And Angels                                           A BOOGIE WIT DA HOODIE featuring JUICE WRLD,1/5/19,94,94,1,             A BOOGIE WIT DA HOODIE featuring JUICE WRLD,Demons And Angels,7/21/18
2542,95,0,95,1,ASMR                                                        21 SAVAGE,1/5/19,95,95,1,             21 SAVAGE,ASMR,7/21/18
2543,96,78,78,3,Last Shot                                                   KIP MOORE,12/22/18,87,78,3,             KIP MOORE,Last Shot,7/21/18
2544,97,82,26,10,Fine China                                                  FUTURE & JUICE WRLD,11/3/18,26,26,10,             FUTURE & JUICE WRLD,Fine China,7/21/18
2545,98,91,91,2,Envy Me                                                     CALBOY,12/29/18,91,91,2,             CALBOY,Envy Me,7/21/18
2546,99,83,48,13,Lost In Japan                                               SHAWN MENDES x ZEDD,10/13/18,99,48,13,             SHAWN MENDES x ZEDD,Lost In Japan,7/21/18
2547,100,84,84,3,This Is It                                                  SCOTTY McCREERY,12/22/18,96,84,3,             SCOTTY McCREERY,This Is It,7/21/18
2550,1,1,1,8,"Thank U, Next                                               ARIANA GRANDE",11/17/18,1,1,8,             ARIANA GRANDE,"Thank U, Next",7/14/18
2551,2,2,2,12,Without Me                                                  HALSEY,10/20/18,18,2,12,             HALSEY,Without Me,7/14/18
2552,3,7,3,6,All I Want For Christmas Is You                             MARIAH CAREY,12/1/18,29,3,6,             MARIAH CAREY,All I Want For Christmas Is You,7/14/18
2553,4,3,1,21,Sicko Mode                                                  TRAVIS SCOTT,8/18/18,4,1,21,             TRAVIS SCOTT,Sicko Mode,7/14/18
2554,5,4,4,10,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,11/3/18,9,4,10,             POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse),7/14/18
2555,6,6,5,19,High Hopes                                                  PANIC! AT THE DISCO,9/1/18,90,5,19,             PANIC! AT THE DISCO,High Hopes,7/14/18
2556,7,5,3,19,Happier                                                     MARSHMELLO & BASTILLE,9/1/18,63,3,19,             MARSHMELLO & BASTILLE,Happier,7/14/18
2557,8,13,8,5,Jingle Bell Rock                                            BOBBY HELMS,12/8/18,33,8,5,             BOBBY HELMS,Jingle Bell Rock,7/14/18
2558,9,11,9,5,Rockin' Around The Christmas Tree                           BRENDA LEE,12/8/18,23,9,5,             BRENDA LEE,Rockin' Around The Christmas Tree,7/14/18
2559,10,12,10,5,A Holly Jolly Christmas                                     BURL IVES,12/8/18,26,10,5,             BURL IVES,A Holly Jolly Christmas,7/14/18
2560,11,17,11,5,The Christmas Song (Merry Christmas To You)                 NAT KING COLE,12/8/18,39,11,5,             NAT KING COLE,The Christmas Song (Merry Christmas To You),7/14/18
2561,12,9,4,15,Drip Too Hard                                               LIL BABY & GUNNA,9/29/18,28,4,15,             LIL BABY & GUNNA,Drip Too Hard,7/14/18
2562,13,10,10,5,It's The Most Wonderful Time Of The Year                    ANDY WILLIAMS,12/8/18,21,10,5,             ANDY WILLIAMS,It's The Most Wonderful Time Of The Year,7/14/18
2563,14,15,1,31,Girls Like You                                              MAROON 5 featuring CARDI B,6/9/18,94,1,31,             MAROON 5 featuring CARDI B,Girls Like You,7/14/18
2564,15,8,2,11,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,10/27/18,2,2,11,             KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze,7/14/18
2565,16,28,16,4,Rudolph The Red-Nosed Reindeer                              GENE AUTRY,12/15/18,36,16,4,             GENE AUTRY,Rudolph The Red-Nosed Reindeer,7/14/18
2566,17,16,6,18,Mo Bamba                                                    SHECK WES,9/8/18,82,6,18,             SHECK WES,Mo Bamba,7/14/18
2567,18,14,11,15,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,9/29/18,30,11,15,             GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky,7/14/18
2568,19,30,13,10,Money                                                       CARDI B,11/3/18,54,13,10,             CARDI B,Money,7/14/18
2569,20,32,20,4,"Let It Snow, Let It Snow, Let It Snow                       DEAN MARTIN",12/15/18,41,20,4,             DEAN MARTIN,"Let It Snow, Let It Snow, Let It Snow",7/14/18
2570,21,18,16,24,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",7/28/18,56,16,24,"             BENNY BLANCO, HALSEY & KHALID",Eastside,7/14/18
2571,22,19,12,19,Breathin'                                                   ARIANA GRANDE,9/1/18,22,12,19,             ARIANA GRANDE,Breathin',7/14/18
2572,23,21,3,35,Better Now                                                  POST MALONE,5/12/18,7,3,35,             POST MALONE,Better Now,7/14/18
2573,24,20,7,30,Youngblood                                                  5 SECONDS OF SUMMER,6/16/18,96,7,30,             5 SECONDS OF SUMMER,Youngblood,7/14/18
2574,25,27,25,5,Last Christmas                                              WHAM!,12/8/18,43,25,5,             WHAM!,Last Christmas,7/14/18
2575,26,33,26,3,Sleigh Ride                                                 THE RONETTES,12/22/18,41,26,3,             THE RONETTES,Sleigh Ride,7/14/18
2576,27,23,2,33,Lucid Dreams                                                JUICE WRLD,5/26/18,74,2,33,             JUICE WRLD,Lucid Dreams,7/14/18
2577,28,35,28,3,Here Comes Santa Claus (Down Santa Claus Lane)              GENE AUTRY,12/22/18,40,28,3,             GENE AUTRY,Here Comes Santa Claus (Down Santa Claus Lane),7/14/18
2578,29,34,29,3,Feliz Navidad                                               JOSE FELICIANO,12/22/18,42,29,3,             JOSE FELICIANO,Feliz Navidad,7/14/18
2579,30,25,11,13,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",10/13/18,27,11,13,"             DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki,7/14/18
2580,31,26,5,11,MIA                                                         BAD BUNNY featuring DRAKE,10/27/18,5,5,11,             BAD BUNNY featuring DRAKE,MIA,7/14/18
2581,32,41,32,2,(There's No Place Like) Home For The Holidays               PERRY COMO,12/29/18,41,32,2,             PERRY COMO,(There's No Place Like) Home For The Holidays,7/14/18
2582,33,31,27,15,Leave Me Alone                                              FLIPP DINERO,9/29/18,96,27,15,             FLIPP DINERO,Leave Me Alone,7/14/18
2583,34,48,34,2,White Christmas                                             BING CROSBY,12/29/18,48,34,2,             BING CROSBY,White Christmas,7/14/18
2584,35,42,35,2,It's Beginning To Look A Lot Like Christmas                 PERRY COMO & THE FONTANE SISTERS,12/29/18,42,35,2,             PERRY COMO & THE FONTANE SISTERS,It's Beginning To Look A Lot Like Christmas,7/14/18
2585,36,22,6,4,Going Bad                                                   MEEK MILL featuring DRAKE,12/15/18,6,6,4,             MEEK MILL featuring DRAKE,Going Bad,7/14/18
2586,37,0,37,1,A Lot                                                       21 SAVAGE,1/5/19,37,37,1,             21 SAVAGE,A Lot,7/14/18
2587,38,29,11,21,Trip                                                        ELLA MAI,8/18/18,79,11,21,             ELLA MAI,Trip,7/14/18
2588,39,40,1,38,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",4/21/18,8,1,38,"             CARDI B, BAD BUNNY & J BALVIN",I Like It,7/14/18
2589,40,0,40,1,Blue Christmas                                              ELVIS PRESLEY,1/5/19,40,40,1,             ELVIS PRESLEY,Blue Christmas,7/14/18
2590,41,36,33,16,Speechless                                                  DAN + SHAY,9/22/18,95,33,16,             DAN + SHAY,Speechless,7/14/18
2591,42,45,42,2,Happy Xmas (War Is Over)                                    JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,12/29/18,45,42,2,             JOHN & YOKO / THE PLASTIC ONO BAND with THE HARLEM COMMUNITY,Happy Xmas (War Is Over),7/14/18
2592,43,50,43,2,Christmas (Baby Please Come Home)                           DARLENE LOVE,12/29/18,50,43,2,             DARLENE LOVE,Christmas (Baby Please Come Home),7/14/18
2593,44,0,44,1,Underneath The Tree                                         KELLY CLARKSON,1/5/19,44,44,1,             KELLY CLARKSON,Underneath The Tree,7/14/18
2594,45,0,45,1,Run Rudolph Run                                             CHUCK BERRY,1/5/19,45,45,1,             CHUCK BERRY,Run Rudolph Run,7/14/18
2595,46,43,13,23,Natural                                                     IMAGINE DRAGONS,8/4/18,37,13,23,             IMAGINE DRAGONS,Natural,7/14/18
